_id,duration,recorded_date,popularity,likes,views
393,939,2005-02-02,2.954388670510326,20000,676959
679,999,2009-10-14,2.9882012260866886,9700,324610
402,1389,2004-02-02,2.9791426162965875,8800,295387
399,1676,2008-05-07,2.8949734119547164,19000,656310
391,1150,2008-02-02,2.9587522202199277,32000,1081537
403,1035,2007-06-06,2.9751995863055813,8400,282334
395,1369,2008-02-02,2.9526977815397335,18000,609612
390,999,2005-02-02,2.953419044015173,16000,541745
392,1657,2008-05-07,2.9924590033116547,72000,2406048
400,937,2006-02-02,2.9548189324679277,47000,1590622
396,836,2008-02-02,2.9517954928612937,35000,1185719
405,1122,2006-02-02,2.877181580622013,17000,590856
407,188,2008-02-02,2.9454213425230478,15000,509265
411,532,2005-02-28,2.9789877101862015,20000,671369
406,1202,2008-07-18,2.9429057499995306,47000,1597061
428,1286,2005-02-28,2.993149014477973,27000,902060
409,1151,2008-02-02,2.9928694884437825,24000,801906
416,966,2008-07-19,2.9845586397376573,24000,804139
410,1689,2008-05-08,2.9021070909762208,18000,620239
413,1497,2004-03-01,2.854112061953259,18000,630669
420,1998,2005-07-07,2.994373159815719,174000,5810899
427,1004,,2.9706646862235426,9200,309695
419,858,2008-05-05,2.978962051909061,69000,2316243
404,1118,2008-07-19,2.9652656745271284,67000,2259494
422,1298,2008-05-08,2.9132400691894516,24000,823825
408,213,2004-02-02,2.905436750094669,30000,1032547
423,394,2008-02-02,2.9876535218210742,12000,401653
418,409,2008-12-04,2.8533163561010144,16000,560751
414,1075,2008-02-29,2.83079756777873,15000,529886
421,1089,2001-02-02,2.915107893695732,21000,720385
424,976,2006-02-02,2.9667463336948807,50000,1685348
426,1752,2008-07-07,2.870465919675752,20000,696751
412,218,2002-02-02,2.964203537035871,16000,539774
436,1340,2007-03-03,2.944075758175648,29000,985029
432,1008,2003-02-02,2.939909033025236,38000,1292557
431,917,2005-02-28,2.95174130031016,13000,440418
434,845,2006-02-02,2.948576820254757,39000,1322672
437,1264,2004-02-29,2.969486406115445,14000,471462
447,1627,2008-06-30,2.9851247502290152,48000,1607973
440,1162,2003-02-02,2.9803924240127664,35000,1174342
466,1004,2008-02-27,2.985539471715576,88000,2947541
433,913,2009-02-05,2.9515764369749884,30000,1016406
463,1116,2008-07-17,2.9810873256200665,109000,3656384
471,994,2009-02-04,2.790855440128637,13000,465807
474,774,2004-02-02,2.882645444905439,14000,485665
442,809,1998-02-02,2.9885176881111786,42000,1405379
443,1229,2004-02-02,2.9592973906214812,41000,1385464
451,1203,1998-02-02,2.9880369344349997,156000,5220819
464,996,2009-02-02,2.928033248678725,34000,1161189
467,1074,2009-02-05,2.983483024424683,101000,3385305
477,1181,2009-02-05,2.9935493057797347,296000,9887928
475,1222,2008-12-12,2.976139374896264,26000,873615
445,952,2009-02-06,2.936087252683584,15000,510884
455,894,2006-02-02,2.844210406559562,14000,492228
468,1261,1998-02-02,2.950016660889551,44000,1491517
472,849,2009-02-05,2.926524719378796,27000,922596
476,970,2008-12-12,2.993574380638265,17000,567883
430,1120,2009-02-06,2.8659801541897325,13000,453597
429,925,2005-02-02,2.8354200674829975,14000,493754
453,1154,2004-02-02,2.995962796095588,624000,20828029
462,1231,2009-02-05,2.9934802001241296,135000,4509801
435,1294,2009-02-07,2.9020331644350033,20000,689172
439,961,2008-05-05,2.9685570437921536,7500,252648
441,743,2006-02-02,2.9816627739402675,18000,603690
450,1175,2003-02-02,2.9479946936095516,22000,746270
469,1067,2003-02-02,2.9740795449117554,33000,1109587
470,426,2009-02-04,2.9335936727160097,43000,1465779
473,458,2009-02-05,2.970573046391211,39000,1312878
457,415,2009-02-05,2.9507229271171433,58000,1965620
478,622,2009-02-06,2.9506045198540276,25000,847284
480,758,2009-02-06,2.992338253916223,66000,2205633
481,508,2003-02-02,2.9920075018263894,343000,11463875
482,584,2009-02-06,2.9840947748500493,143000,4792073
483,1580,2009-02-05,2.988751619796637,70000,2342115
484,963,2008-05-08,2.9704832976325246,54000,1817886
485,451,2009-02-05,2.9979183684764528,117000,3902708
487,963,2009-02-05,2.975363731803791,116000,3898683
488,917,2009-02-07,2.9689597771367957,59000,1987228
489,759,2008-12-12,2.9315139706184126,15000,511681
490,230,2008-05-12,2.979386433237631,118000,3960547
492,305,2009-02-05,2.9114046336328108,22000,755649
494,436,2009-02-06,2.9838019339014936,45000,1508143
495,1601,2009-02-02,2.9003611985535485,28000,965397
498,1042,2008-12-12,2.9937054518624167,212000,7081525
499,719,2001-02-01,2.976291940688454,55000,1847937
500,1384,2009-02-05,2.9813876229822394,9100,305227
501,350,2001-02-09,2.9864424047516858,35000,1171963
502,714,2009-02-05,2.9746931891007242,57000,1916164
503,367,2009-02-06,2.8820354086870315,10000,346977
504,1096,2002-02-02,2.984519914631468,53000,1775830
506,613,2009-02-04,2.901325905939014,12000,413604
507,1125,2002-02-02,2.963541466918161,34000,1147276
509,1074,2009-02-07,2.990193509197029,89000,2976396
510,1358,2009-02-06,2.9984885396657464,81000,2701361
511,212,2002-02-02,2.9783241820777215,42000,1410189
512,1066,2009-02-06,2.9900573119235263,40000,1337767
515,1057,2009-02-05,2.8386661817278607,16000,563645
516,368,2003-02-02,2.9001976089188983,22000,758569
517,964,2009-02-05,2.983942025160211,123000,4122064
518,274,2008-12-05,2.970566258480395,26000,875254
519,914,2009-02-05,2.9424765033656173,46000,1563309
520,1026,2009-02-06,2.858849090885989,18000,629624
521,536,2002-02-02,2.9997094031515696,16000,533385
523,222,2009-02-07,2.8186311519141527,14000,496695
524,657,2009-02-06,2.9612169417143672,10000,337699
525,859,2002-02-28,2.9822227571288438,28000,938897
526,1373,2009-02-07,2.9558633007559463,47000,1590060
527,1246,2004-02-28,2.9835443964967765,77000,2580823
529,1251,2009-02-05,2.885926538739956,24000,831622
531,195,2007-02-02,2.986299377811017,46000,1540368
532,425,2009-02-05,2.950995389783654,31000,1050493
533,1268,2009-02-05,2.988261285323309,29000,970464
534,701,2002-02-02,2.9797155861473024,40000,1342410
535,450,2003-02-27,2.923002274095769,30000,1026342
537,1066,2009-02-06,2.976008271602419,35000,1176072
538,1029,2009-02-05,2.96789332995653,75000,2527045
541,280,2009-02-04,2.9046125246892065,13000,447564
540,582,2009-02-05,2.9940945424747767,38000,1269165
545,899,2009-02-06,2.9459311167656623,32000,1086244
544,222,2009-02-04,2.9742369543813587,58000,1950080
547,934,2009-02-04,2.946286737535775,36000,1221877
548,1024,2009-02-02,2.987501438132341,235000,7866105
549,983,2008-12-12,2.82762044326395,1100000,38901968
551,190,2009-02-06,2.974025938913507,33000,1109607
552,123,2009-02-06,2.9527956758638485,19000,643458
553,345,2009-02-06,2.9829636398558868,123000,4123416
554,255,2009-02-05,2.989471945182525,152000,5084510
555,690,2009-02-05,2.9309853043256338,41000,1398847
556,381,2009-04-04,2.939227071457019,20000,680451
